hgnc_symbol	OrganelleDB.Score	Compartments.Score	CSPA.Score	LOCATE_score	LocDB.Score	GO.Score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
498	GPC3	1	1	0	1	1	1	0	1	YES	0
499	GPC4	1	1	1	0	1	1	0	0	no	1
500	GPC5	1	1	1	0	0	1	0	0	no	1
501	GPM6A	1	1	0	1	1	0	1	0	no	0
502	GPR1	1	1	0	0	1	1	0	1	YES	0
503	GPR12	1	1	0	1	1	1	0	0	no	0
504	GPR137B	1	1	0	1	0	1	0	0	no	0
505	GPR15	1	1	0	0	0	1	0	0	no	0
506	GPR17	1	1	0	0	0	1	0	0	no	1
507	GPR176	1	1	1	0	0	1	0	0	no	0
508	GPR19	1	1	0	1	1	1	0	0	no	0
509	GPR20	1	1	0	1	0	1	0	0	no	0
510	GPR21	1	1	0	1	0	0	0	0	no	0
511	GPR22	1	1	0	1	0	1	0	0	no	0
512	GPR23	1	0	0	0	0	0	0	0	no	0
513	GPR25	1	1	0	1	0	1	0	0	no	0
514	GPR3	1	1	0	0	0	1	0	0	no	0
515	GPR30	1	0	0	0	0	0	0	0	no	0
516	GPR31	1	1	0	1	0	1	0	0	no	0
517	GPR32	1	1	0	0	0	1	0	0	no	0
518	GPR34	1	1	0	1	1	1	0	0	no	1
519	GPR37	1	1	0	0	1	1	0	0	no	1
520	GPR4	1	1	0	1	1	1	0	0	no	0
521	GPR42	1	1	0	0	0	1	0	0	no	0
522	GPR44	1	0	0	0	0	0	0	0	no	0
523	GPR50	1	1	0	1	0	1	0	1	YES	0
524	GPR55	1	1	0	0	1	1	0	0	no	0
525	GPR56	1	0	0	0	0	0	0	0	no	0
526	GPR6	1	1	0	0	1	1	1	0	no	0
527	GPR64	1	0	0	0	0	0	0	0	no	0
528	GPR68	1	1	0	1	0	1	0	0	no	0
529	GPR75	1	1	0	0	0	1	0	0	no	0
530	GPRC5A	1	1	1	1	0	1	0	1	YES	0
531	GPRC5C	1	1	0	1	0	1	1	0	no	1
532	GRB10	1	1	0	0	0	0	0	0	no	1
533	GRIA1	1	1	0	1	1	1	1	0	no	0
534	GRIA2	1	1	1	1	1	1	1	0	no	0
535	GRIA3	1	0	0	1	1	1	1	0	no	0
536	GRIA4	1	1	0	0	1	1	1	0	no	0
537	GRID2	1	1	0	1	1	1	1	0	no	0
538	GRIK1	1	1	0	1	0	1	1	0	no	0
539	GRIK2	1	1	0	1	1	1	1	0	no	0
540	GRIK3	1	1	1	1	1	1	1	0	no	0
541	GRIK4	1	1	0	0	0	1	1	0	no	0
542	GRIN1	1	1	0	1	0	1	1	0	no	0
543	GRIN2A	1	1	0	1	0	1	1	0	no	0
544	GRIN2B	1	0	0	1	0	1	1	0	no	0
545	GRIN2C	1	1	0	0	0	1	1	0	no	0
546	GRIN2D	1	1	0	0	0	1	1	0	no	0
547	GRM1	1	1	0	1	1	1	0	0	no	1
548	GRM2	1	1	0	1	1	1	0	0	no	0
549	GRM3	1	1	0	0	1	1	0	0	no	0
550	GRM4	1	1	0	0	1	1	0	0	no	0
551	GRM5	1	1	0	0	0	1	0	0	no	0
552	GRM6	1	1	0	1	0	1	1	0	no	0
553	GRM7	1	1	0	1	0	1	0	0	no	1
554	GRPR	1	1	0	1	1	1	0	1	YES	0
555	GSA	1	0	0	0	0	0	0	0	no	0
556	GUCY2C	1	1	0	0	0	0	1	0	no	1
557	GUCY2D	1	1	0	0	0	1	0	0	no	0
558	GUCY2F	1	1	0	0	0	1	0	0	no	0
559	GYPA	1	1	0	1	0	0	0	0	no	0
560	GYPB	1	1	0	0	0	1	0	0	no	0
561	GYPC	1	1	0	1	0	1	0	0	no	1
562	GYPE	1	1	0	1	0	1	0	0	no	0
563	GZMA	1	1	0	0	0	0	0	0	no	0
564	GZMB	1	1	0	0	0	0	0	0	no	0
565	HADH2	1	0	0	0	0	0	0	0	no	0
566	HAS1	1	1	0	0	0	1	0	1	YES	0
567	HAS2	1	1	0	1	1	1	0	0	no	1
568	HAS3	1	1	0	1	1	1	0	0	no	1
569	HBEGF	1	1	0	0	1	1	0	0	no	0
570	hCLCA2	1	0	0	0	0	0	0	0	no	0
571	HCN4	1	1	0	0	1	1	0	0	no	0
572	HCRTR1	1	1	0	1	0	1	0	0	no	0
573	HCRTR2	1	1	0	0	0	1	0	0	no	0
574	hCT2	1	0	0	0	0	0	0	0	no	0
575	HDLBP	1	1	0	0	0	0	0	0	no	1
576	HFE	1	1	1	1	1	1	0	0	no	1
577	HIP1R	1	1	0	0	0	0	0	1	YES	0
578	HLA-A	1	1	1	1	0	0	0	1	YES	0
579	HLA-B	1	1	1	1	0	0	0	0	no	0
580	HLA-C	1	1	1	1	0	0	0	0	no	0
581	HLA-DOA	1	1	0	1	0	0	0	0	no	0
582	HLA-DPA1	1	1	1	1	0	1	1	0	no	1
583	HLA-DQA2	1	1	1	1	0	1	1	0	no	0
584	HLA-DRA	1	1	1	1	0	1	1	0	no	0
585	HLA-DRB1	1	1	1	0	0	0	1	0	no	0
586	HLA-DRB3	1	0	1	1	0	1	1	0	no	0
587	HLA-H	1	0	0	0	0	0	0	0	no	0
588	hNMDAR1-3b	1	0	0	0	0	0	0	0	no	0
589	hNMDAR1-4b	1	0	0	0	0	0	0	0	no	0
590	HNRPM	1	0	0	0	0	0	0	0	no	0
591	hOCT1	1	0	0	0	0	0	0	0	no	0
592	HPN	1	1	0	0	0	1	1	0	no	0
593	HRAS	1	1	0	0	0	0	1	0	no	0
594	HRH1	1	1	0	1	1	1	0	1	YES	0
595	HRH2	1	1	0	1	0	1	0	0	no	0
596	HRH3	1	1	0	1	1	1	0	0	no	0
597	hROAT1	1	0	0	0	0	0	0	0	no	0
598	HS3ST3B1	1	1	0	0	0	1	0	0	no	1
599	HS6ST1	1	1	1	1	0	1	0	0	no	1
600	HSIL5R3	1	0	0	0	0	0	0	0	no	0
601	HTR1A	1	1	0	0	0	1	0	0	no	0
602	HTR1F	1	1	0	1	0	1	0	0	no	0
603	HTR2B	1	1	1	0	0	1	0	0	no	1
604	HTR3A	1	1	0	1	0	1	1	0	no	0
605	HTR3B	1	1	0	0	0	1	0	0	no	0
606	HTR4	1	1	0	1	0	1	0	0	no	0
607	HTR5A	1	1	0	1	0	1	0	0	no	0
608	HTR6	1	1	0	0	0	1	0	0	no	0
609	HTR7	1	1	0	1	0	1	0	1	YES	0
610	Human Notch 3	1	0	0	0	0	0	0	0	no	0
611	ICAM1	1	1	1	0	1	1	0	1	YES	0
612	ICAM2	1	1	1	0	0	1	0	0	no	1
613	ICAM3	1	1	1	1	1	1	0	0	no	1
614	ICAM4	1	1	0	1	0	1	0	0	no	0
615	IFITM1	1	1	0	0	0	0	0	0	no	1
616	IFNAR1	1	1	1	0	0	1	1	0	no	1
617	IFNAR2	1	1	1	1	0	1	0	0	no	0
618	IFNGR1	1	1	1	1	0	1	0	0	no	0
619	IFNGR2	1	1	0	1	0	1	1	0	no	1
620	IGF1R	1	1	1	0	1	1	0	0	no	1
621	IGF2R	1	1	1	1	0	1	1	0	no	1
622	IgG VH	1	0	0	0	0	0	0	0	no	0
623	IGSF1	1	0	1	1	0	0	0	0	no	1
624	IGSF2	1	0	0	0	0	0	0	0	no	0
625	IGSF6	1	1	0	1	0	1	0	0	no	0
626	IL10RA	1	1	1	0	0	0	0	0	no	0
627	IL11RA	1	1	0	0	0	1	0	0	no	0
628	IL12RB1	1	1	0	0	0	1	0	1	YES	0
629	IL13RA1	1	1	1	0	0	1	0	0	no	1
630	IL15	1	1	0	0	0	1	0	0	no	1
631	IL17RB	1	1	1	1	0	1	0	0	no	0
632	IL1R1	1	0	1	0	1	1	0	0	no	0
633	IL27RA	1	1	1	1	0	1	0	0	no	0
634	IL2RA	1	1	1	1	1	0	0	0	no	0
635	IL2RB	1	1	1	1	1	1	0	0	no	0
636	IL2RG	1	1	1	1	0	1	0	0	no	1
637	IL4R	1	1	1	1	0	1	0	0	no	0
638	IL6R	1	1	0	1	0	1	1	0	no	0
639	IL6ST	1	1	1	1	0	1	0	1	YES	0
640	IL8RB	1	0	0	0	0	0	0	0	no	0
641	IL9R	1	1	0	1	0	1	0	0	no	0
642	INSR	1	1	1	0	0	1	0	0	no	1
643	INSRR	1	1	0	1	0	1	0	0	no	0
644	IRS4	1	1	0	0	0	0	0	0	no	0
645	ITGA1	1	1	1	1	0	1	0	0	no	0
646	ITGA2	1	1	1	0	0	1	0	0	no	1
647	ITGA2B	1	1	1	1	0	1	0	0	no	0
648	ITGA5	1	1	1	1	0	1	0	0	no	0
649	ITGA8	1	1	1	1	0	1	0	0	no	0
650	ITGA9	1	1	1	1	0	1	0	1	YES	0
651	ITGAE	1	1	1	0	0	1	0	0	no	0
652	ITGAL	1	1	1	0	0	1	0	0	no	0
653	ITGAM	1	1	1	1	0	1	0	0	no	0
654	ITGAV	1	1	1	1	0	1	0	0	no	1
655	ITGAX	1	1	1	1	0	1	0	0	no	0
656	ITGB1	1	1	1	1	0	1	1	1	YES	0
657	ITGB2	1	1	1	1	0	1	0	1	YES	0
658	ITGB3	1	0	1	1	0	1	0	0	no	0
659	ITGB4	1	1	1	1	0	1	0	1	YES	0
660	ITGB6	1	1	1	1	0	1	0	0	no	1
661	ITGB7	1	1	1	0	0	1	0	1	YES	0
662	ITGB8	1	1	1	1	0	1	0	1	YES	0
663	ITM2B	1	1	1	1	1	0	1	0	no	1
664	ITPR1	1	1	1	1	0	0	0	0	no	1
665	ITPR2	1	1	0	1	1	0	0	0	no	1
666	JAG1	1	1	1	0	1	1	0	1	YES	0
667	JAG2	1	1	1	1	0	1	0	0	no	1
668	JTB	1	1	0	1	1	1	0	0	no	1
669	KCNA1	1	1	0	0	1	1	1	0	no	0
670	KCNA2	1	1	0	1	1	1	1	0	no	0
671	KCNA3	1	1	1	1	1	1	0	0	no	0
672	KCNA4	1	1	0	1	0	1	0	0	no	0
673	KCNA5	1	1	0	0	1	1	0	0	no	0
674	KCNA6	1	1	0	0	0	1	0	0	no	0
675	KCNC1	1	1	0	0	0	1	0	0	no	1
676	KCNC3	1	1	0	0	0	1	1	0	no	0
677	KCNC4	1	1	0	1	1	1	0	0	no	1
678	KCNE1	1	1	0	1	1	1	1	0	no	0
679	KCNE2	1	1	0	0	0	1	1	0	no	0
680	KCNE3	1	1	1	0	1	1	0	0	no	0
681	KCNG2	1	1	0	0	0	1	0	0	no	0
682	KCNH2	1	1	1	1	1	1	0	0	no	0
683	KCNH4	1	1	0	0	1	1	0	0	no	0
684	KCNIP2	1	1	0	0	0	1	0	0	no	0
685	KCNJ1	1	1	0	1	0	1	1	0	no	0
686	KCNJ10	1	1	0	1	0	1	1	0	no	0
687	KCNJ11	1	1	0	1	0	1	0	0	no	0
688	KCNJ12	1	1	0	0	0	1	0	0	no	1
689	KCNJ13	1	1	0	0	0	1	0	0	no	0
690	KCNJ14	1	1	0	0	0	1	0	0	no	1
691	KCNJ15	1	1	0	1	0	1	0	1	YES	0
692	KCNJ3	1	1	0	0	0	1	0	0	no	0
693	KCNJ4	1	1	0	1	0	1	1	0	no	0
694	KCNJ5	1	1	0	0	0	1	0	0	no	0
695	KCNJ6	1	0	0	0	0	1	0	0	no	0
696	KCNJ8	1	1	0	1	0	1	0	0	no	0
697	KCNK1	1	1	0	1	0	1	1	0	no	1
698	KCNK10	1	1	0	0	0	1	0	0	no	0
699	KCNK3	1	1	0	0	0	1	0	0	no	0
700	KCNK5	1	1	0	1	1	1	0	0	no	1
701	KCNK6	1	1	0	0	1	1	0	1	YES	0
702	KCNK7	1	1	0	1	1	1	0	1	YES	0
703	KCNMA1	1	1	0	1	0	1	0	0	no	0
704	KCNMB2	1	1	0	0	0	1	0	0	no	0
705	KCNMB3	1	1	0	1	0	1	0	0	no	1
706	KCNMB4	1	1	0	1	0	1	0	0	no	1
707	KCNN1	1	0	0	1	0	1	0	0	no	1
708	KCNN4	1	1	0	1	1	1	0	0	no	0
709	KCNQ1	1	1	0	1	0	1	1	0	no	0
710	KCNQ2	1	1	0	1	0	1	0	0	no	1
711	KCNQ3	1	1	0	1	0	1	0	0	no	0
712	KCNQ5	1	1	0	1	1	1	0	0	no	1
713	KEL	1	1	0	0	0	0	0	0	no	0
714	KIAA0358	1	0	0	0	0	0	0	0	no	0
715	KIR-K36	1	0	0	0	0	0	0	0	no	0
716	KIR-K39	1	0	0	0	0	0	0	0	no	0
717	KIR-K65	1	0	0	0	0	0	0	0	no	0
718	KIR2DL1	1	1	0	0	0	1	0	0	no	0
719	KIR2DL2	1	0	0	0	0	0	0	0	no	0
720	KIR2DL3	1	1	1	0	0	1	0	0	no	0
721	KIR2DL4	1	1	0	1	0	1	0	0	no	0
722	KIR2DS3	1	0	0	0	0	1	0	0	no	0
723	KIR2DS4	1	0	1	1	0	1	0	0	no	0
724	KIR2DS5	1	0	0	0	0	0	0	0	no	0
725	KIR3DL1	1	1	1	1	0	1	0	0	no	0
726	KIR3DL2	1	1	0	1	0	1	0	0	no	0
727	KIR3DS1	1	0	0	0	0	1	0	0	no	0
728	KITLG	1	1	1	1	0	0	0	0	no	1
729	KL	1	1	0	1	0	1	1	0	no	0
730	KLF4	1	0	0	0	0	0	0	0	no	1
731	KLRA1	1	0	0	0	0	0	0	0	no	0
732	KLRB1	1	1	1	1	1	0	0	0	no	1
733	KLRC1	1	1	1	0	0	1	0	1	YES	0
734	KLRC2	1	1	0	1	0	1	0	1	YES	0
735	KLRD1	1	1	0	0	0	0	0	0	no	0
736	KLRF1	1	0	1	1	1	1	0	0	no	0
737	KLRK1	1	1	0	0	0	1	1	1	YES	0
738	LamA3	1	0	0	0	0	0	0	0	no	0
739	LAMP1	1	1	1	1	1	1	1	0	no	0
740	LANCL1	1	1	0	0	0	1	0	0	no	1
741	LAPTM5	1	1	0	0	0	1	0	0	no	1
742	LAT	1	1	0	0	1	0	0	1	YES	0
743	LCK	1	1	0	0	1	1	0	0	no	1
744	LCT	1	1	0	0	0	1	1	0	no	0
745	LDLR	1	1	1	1	0	1	0	0	no	0
746	LEPR	1	1	1	1	0	0	1	0	no	1
747	LEPROT	1	0	0	1	0	0	0	0	no	1
748	LETM1	1	0	0	0	1	0	0	0	no	1
749	LGALS3	1	1	0	0	0	0	1	1	YES	0
750	LGALS4	1	1	0	0	0	0	0	1	YES	0
751	LGR5	1	1	0	0	0	1	0	0	no	0
752	LHCGR	1	1	0	0	0	1	0	0	no	0
753	LIFR	1	1	1	1	1	1	0	0	no	1
754	LRMP	1	1	0	1	0	1	0	0	no	1
755	LRP1	1	1	1	0	1	1	0	0	no	1
756	LRP12	1	1	1	1	1	1	0	1	YES	0
757	LRP6	1	1	0	0	0	0	1	0	no	0
758	LRP8	1	1	0	1	1	0	0	0	no	0
759	LRPAP1	1	1	1	0	0	0	1	0	no	1
760	LRRC32	1	1	1	0	0	1	0	0	no	1
761	LTB4R	1	1	1	1	0	1	0	0	no	0
762	LY75	1	0	1	0	0	1	0	0	no	1
763	LY86	1	1	0	0	1	0	1	0	no	0
764	LY96	1	1	0	0	1	1	1	0	no	1
765	M11S1	1	0	0	0	0	0	0	0	no	0
766	M6PR	1	1	1	0	0	1	0	0	no	0
767	MAGEA1	1	1	0	0	0	0	0	0	no	1
768	MAGI1	1	1	0	0	0	0	0	0	no	1
769	MAL	1	1	0	1	1	0	0	0	no	1
770	MALL	1	1	0	1	0	0	0	0	no	0
771	MAP3K12	1	1	0	0	0	0	0	0	no	1
772	MAPT	1	1	0	0	0	0	1	1	YES	0
773	MARCKS	1	0	1	0	0	0	0	1	YES	0
774	MAS1	1	1	0	0	0	1	0	0	no	0
775	MC2R	1	1	0	1	0	1	0	0	no	0
776	MC3R	1	1	0	0	1	1	0	0	no	0
777	MC4R	1	1	0	0	1	0	0	0	no	0
778	MC5R	1	1	0	0	1	1	0	0	no	0
779	MCAM	1	1	1	0	0	0	0	1	YES	0
780	MCHR1	1	1	0	1	0	1	0	0	no	0
781	MCOLN1	1	1	1	0	0	1	1	1	YES	0
782	ME4	1	0	0	0	0	0	0	0	no	0
783	MEP1A	1	1	0	0	0	1	0	0	no	0
784	MEP1B	1	1	0	1	1	1	0	0	no	0
785	MFI2	1	0	0	0	0	0	0	0	no	0
786	MIP	1	1	0	1	0	1	0	0	no	0
787	MLANA	1	1	0	1	0	1	0	0	no	0
788	MLLT4	1	0	0	0	0	0	0	0	no	0
789	MMD	1	1	0	1	0	1	0	0	no	1
790	MME	1	1	1	1	0	1	0	0	no	0
791	MMP14	1	1	0	1	0	1	0	0	no	1
792	MMP15	1	1	0	1	0	1	0	1	YES	0
793	MMP16	1	1	0	1	1	1	1	0	no	1
794	MMP17	1	1	0	0	0	1	0	0	no	0
795	MMP24	1	1	0	1	1	1	1	1	YES	0
796	MOG	1	1	0	1	0	0	0	0	no	0
797	MPL	1	1	0	1	0	1	0	0	no	0
798	MPP2	1	1	0	0	1	1	0	0	no	1
799	MPP3	1	1	0	0	0	1	0	0	no	1
800	MPZ	1	1	1	1	0	1	0	0	no	0
801	MPZL1	1	1	1	1	0	1	0	1	YES	0
802	MRAS	1	1	0	0	0	0	0	0	no	0
803	MRC1	1	0	1	0	1	1	0	0	no	0
804	MS4A1	1	1	1	1	0	1	0	1	YES	0
805	MS4A2	1	1	0	1	0	1	0	0	no	0
806	MSN	1	1	0	0	0	0	1	1	YES	0
807	MSR1	1	1	1	1	0	1	0	0	no	0
808	MST1R	1	1	1	1	0	1	0	0	no	1
809	MTNR1A	1	1	0	0	0	1	0	0	no	0
810	MTNR1B	1	1	0	0	0	1	0	0	no	0
811	MUC1	1	0	0	1	1	1	1	0	no	0
812	MUC12	1	1	0	0	0	1	0	0	no	0
813	MUC4	1	1	1	1	1	1	0	0	no	0
814	MUSK	1	1	0	1	1	1	1	0	no	0
815	NBEA	1	1	0	1	1	0	0	0	no	1
816	NCAM1	1	1	1	0	0	0	0	1	YES	0
817	NCAM2	1	1	1	0	1	0	0	1	YES	0
818	NCKAP1L	1	1	0	1	0	1	0	1	YES	0
819	NCR1	1	1	0	1	0	1	0	0	no	1
820	NCR2	1	1	0	0	0	1	0	0	no	0
821	NCR3	1	1	1	1	0	1	0	0	no	0
822	NCSTN	1	1	1	0	0	1	0	0	no	1
823	NEU3	1	1	0	1	0	1	0	0	no	1
824	NF2	1	1	0	0	0	0	0	1	YES	0
825	NGFR	1	1	0	0	0	1	0	1	YES	0
826	NINJ2	1	1	0	1	0	1	0	0	no	1
827	NKTR	1	1	1	0	0	0	0	1	YES	0
828	NLGN1	1	1	1	1	1	1	1	1	YES	0
829	NOTCH2	1	1	1	1	0	1	0	1	YES	0
830	NOTCH4	1	1	0	1	0	1	0	0	no	0
831	NPC1	1	1	1	1	1	1	0	0	no	1
832	NPFFR2	1	1	0	0	0	1	0	1	YES	0
833	NPHS1	1	1	0	1	0	1	1	0	no	0
834	NPHS2	1	1	0	1	0	1	0	0	no	0
835	NPR1	1	1	1	0	0	0	0	1	YES	0
836	NPR2	1	1	1	0	0	1	0	0	no	0
837	NPY1R	1	1	1	1	1	1	0	0	no	1
838	NPY2R	1	1	0	0	1	1	0	0	no	0
839	NPY5R	1	1	0	0	0	1	0	0	no	0
840	NPY6R	1	0	0	0	0	0	0	0	no	0
841	NRCAM	1	1	1	1	1	1	0	0	no	0
842	NRXN3	1	1	0	1	0	1	0	0	no	0
843	NTNG1	1	1	1	0	1	1	0	1	YES	0
844	NTRK1	1	1	1	1	0	1	1	0	no	1
845	NTRK2	1	1	1	1	0	1	0	0	no	1
846	NTRK3	1	1	1	1	1	1	0	0	no	1
847	NTSR1	1	1	1	1	0	1	0	1	YES	0
848	NUCB2	1	1	0	0	1	0	0	0	no	1
849	NUMB	1	1	0	0	1	1	0	0	no	1
850	O00144	1	0	0	0	0	0	0	0	no	0
851	O00222	1	0	0	0	0	0	0	0	no	0
852	O00337	1	0	0	0	0	0	0	0	no	0
853	O00400	1	0	0	0	0	0	0	0	no	0
854	O00592	1	0	0	0	0	0	0	0	no	0
855	O14514	1	0	0	0	0	0	0	0	no	0
856	O14522	1	0	0	0	0	0	0	0	no	0
857	O14637	1	0	0	0	0	0	0	0	no	0
858	O14894	1	0	0	0	0	0	0	0	no	0
859	O15153	1	0	0	0	0	0	0	0	no	0
860	O15169	1	0	0	0	0	0	0	0	no	0
861	O15439	1	0	0	0	0	0	0	0	no	0
862	O15440	1	0	0	0	0	0	0	0	no	0
863	O15547	1	0	0	0	0	0	0	0	no	0
864	O43193	1	0	0	0	0	0	0	0	no	0
865	O43194	1	0	0	0	0	0	0	0	no	0
866	O43315	1	0	0	0	0	0	0	0	no	0
867	O43491	1	0	0	0	0	0	0	0	no	0
868	O43497	1	0	0	0	0	0	0	0	no	0
869	O43509	1	0	0	0	0	0	0	0	no	0
870	O43562	1	0	0	0	0	0	0	0	no	0
871	O43653	1	0	0	0	0	0	0	0	no	0
872	O43749	1	0	0	0	0	0	0	0	no	0
873	O43868	1	0	0	0	0	0	0	0	no	0
874	O43898	1	0	0	0	0	0	0	0	no	0
875	O60245	1	0	0	0	0	0	0	0	no	0
876	O60353	1	0	0	0	0	0	0	0	no	0
877	O60469	1	0	0	0	0	0	0	0	no	0
878	O60503	1	0	0	0	0	0	0	0	no	0
879	O60612	1	0	0	0	0	0	0	0	no	0
880	O60721	1	0	0	0	0	0	0	0	no	0
881	O60726	1	0	0	0	0	0	0	0	no	0
882	O60894	1	0	0	0	0	0	0	0	no	0
883	O60895	1	0	0	0	0	0	0	0	no	0
884	O60896	1	0	0	0	0	0	0	0	no	0
885	O75077	1	0	0	0	0	0	0	0	no	0
886	O75084	1	0	0	0	0	0	0	0	no	0
887	O75311	1	0	0	0	0	0	0	0	no	0
888	O75578	1	0	0	0	0	0	0	0	no	0
889	O75762	1	0	0	0	0	0	0	0	no	0
890	O75954	1	0	0	0	0	0	0	0	no	0
891	O76017	1	0	0	0	0	0	0	0	no	0
892	O76082	1	0	0	0	0	0	0	0	no	0
893	O94772	1	0	0	0	0	0	0	0	no	0
894	O95210	1	0	0	0	0	0	0	0	no	0
895	O95215	1	0	0	0	0	0	0	0	no	0
896	O95222	1	0	0	0	0	0	0	0	no	0
897	O95285	1	0	0	0	0	0	0	0	no	0
898	O95381	1	0	0	0	0	0	0	0	no	0
899	O95436	1	0	0	0	0	0	0	0	no	0
900	O95477	1	0	0	0	0	0	0	0	no	0
901	O95665	1	0	0	0	0	0	0	0	no	0
902	O95791	1	0	0	0	0	0	0	0	no	0
903	O95857	1	0	0	0	0	0	0	0	no	0
904	O95858	1	0	0	0	0	0	0	0	no	0
905	O95883	1	0	0	0	0	0	0	0	no	0
906	OLR1	1	1	1	0	1	1	0	1	YES	0
907	OMG	1	1	0	0	0	0	0	0	no	0
908	OPCML	1	1	1	1	0	0	0	0	no	0
909	OPN1LW	1	1	0	0	0	1	0	0	no	0
910	OPN1MW	1	0	0	0	0	1	0	0	no	0
911	OPN1SW	1	1	0	1	0	1	0	0	no	0
912	OPN3	1	1	0	1	0	1	0	0	no	1
913	OPRD1	1	1	0	1	0	1	0	0	no	0
914	OPRK1	1	1	0	1	0	1	0	1	YES	0
915	OPRL1	1	1	0	0	0	1	1	0	no	0
916	OPRM1	1	1	0	1	0	1	0	0	no	0
917	OPRS1	1	0	0	0	0	0	0	0	no	0
918	OR10J1	1	1	0	0	0	1	0	0	no	0
919	OR1D2	1	1	0	0	1	1	0	0	no	0
920	OR1D4	1	0	0	0	0	0	0	0	no	0
921	OR3A1	1	1	0	0	0	0	0	0	no	0
922	OR52A1	1	1	0	1	0	1	0	0	no	0
923	OR5I1	1	1	0	0	0	0	0	0	no	0
924	OSMR	1	1	1	0	1	1	0	0	no	1
925	OXTR	1	1	0	1	0	1	0	0	no	0
926	P01733	1	0	0	0	0	0	0	0	no	0
927	P01737	1	0	0	0	0	0	0	0	no	0
928	P03986	1	0	0	0	0	0	0	0	no	0
929	P04226	1	0	0	0	0	0	0	0	no	0
930	P04436	1	0	0	0	0	0	0	0	no	0
931	P05536	1	0	0	0	0	0	0	0	no	0
932	P06126	1	0	0	0	0	0	0	0	no	0
933	P06731	1	0	0	0	0	0	0	0	no	0
934	P08581	1	0	0	0	0	0	0	0	no	0
935	P18089	1	0	0	0	0	0	0	0	no	0
936	P18627	1	0	0	0	0	0	0	0	no	0
937	P19086	1	0	0	0	0	0	0	0	no	0
938	P21128	1	0	0	0	0	0	0	0	no	0
939	P26006	1	0	0	0	0	0	0	0	no	0
940	P27105	1	0	0	0	0	0	0	0	no	0
941	P28221	1	0	0	0	0	0	0	0	no	0
942	P28222	1	0	0	0	0	0	0	0	no	0
943	P28223	1	0	0	0	0	0	0	0	no	0
944	P28290	1	0	0	0	0	0	0	0	no	0
945	P28335	1	0	0	0	0	0	0	0	no	0
946	P28336	1	0	0	0	0	0	0	0	no	0
947	P28472	1	0	0	0	0	0	0	0	no	0
948	P28476	1	0	0	0	0	0	0	0	no	0
949	P28566	1	0	0	0	0	0	0	0	no	0
950	P28676	1	0	0	0	0	0	0	0	no	0
951	P28827	1	0	0	0	0	0	0	0	no	0
952	P28906	1	0	0	0	0	0	0	0	no	0
953	P28907	1	0	0	0	0	0	0	0	no	0
954	P29016	1	0	0	0	0	0	0	0	no	0
955	P29017	1	0	0	0	0	0	0	0	no	0
956	P29033	1	0	0	0	0	0	0	0	no	0
957	P29274	1	0	0	0	0	0	0	0	no	0
958	P29275	1	0	0	0	0	0	0	0	no	0
959	P29279	1	0	0	0	0	0	0	0	no	0
960	P29317	1	0	0	0	0	0	0	0	no	0
961	P29320	1	0	0	0	0	0	0	0	no	0
962	P29322	1	0	0	0	0	0	0	0	no	0
963	P29353	1	0	0	0	0	0	0	0	no	0
964	P29371	1	0	0	0	0	0	0	0	no	0
965	P29376	1	0	0	0	0	0	0	0	no	0
966	P2RX1	1	1	1	1	1	1	0	0	no	0
967	P2RX3	1	1	0	0	1	1	0	0	no	0
968	P2RX4	1	1	1	1	0	1	0	0	no	1
969	P2RX5	1	1	0	1	1	1	0	0	no	1
970	P2RY1	1	1	0	1	0	1	0	0	no	0
971	P2RY2	1	1	0	0	1	1	0	0	no	1
972	P2RY4	1	1	0	1	1	1	0	0	no	0
973	P2RY6	1	1	0	0	1	1	0	0	no	0
974	P32418	1	0	0	0	0	0	0	0	no	0
975	P35212	1	0	0	0	0	0	0	0	no	0
976	P35346	1	0	0	0	0	0	0	0	no	0
977	P35670	1	0	0	0	0	0	0	0	no	0
978	P35968	1	0	0	0	0	0	0	0	no	0
979	P37023	1	0	0	0	0	0	0	0	no	0
980	P41440	1	0	0	0	0	0	0	0	no	0
981	P45844	1	0	0	0	0	0	0	0	no	0
982	P47887	1	0	0	0	0	0	0	0	no	0
983	P47888	1	0	0	0	0	0	0	0	no	0
984	P47890	1	0	0	0	0	0	0	0	no	0
985	P47893	1	0	0	0	0	0	0	0	no	0
986	P49019	1	0	0	0	0	0	0	0	no	0
987	P49683	1	0	0	0	0	0	0	0	no	0
988	P49755	1	0	0	0	0	0	0	0	no	0
989	P51168	1	0	0	0	0	0	0	0	no	0
990	P51617	1	0	0	0	0	0	0	0	no	0
991	P55344	1	0	0	0	0	0	0	0	no	0
992	P56589	1	0	0	0	0	0	0	0	no	0
993	P56975	1	0	0	0	0	0	0	0	no	0
994	P57087	1	0	0	0	0	0	0	0	no	0
995	P78348	1	0	0	0	0	0	0	0	no	0
996	P78357	1	0	0	0	0	0	0	0	no	0
997	PALM	1	1	0	0	0	1	1	1	YES	0
998	PAM	1	1	0	1	0	0	0	0	no	1
999	PCDH1	1	1	1	1	1	1	0	0	no	1
1000	PCDH11X	1	1	0	1	0	1	0	0	no	0
1001	PCDH12	1	1	0	1	0	1	0	0	no	0
1002	PCDH8	1	1	0	1	0	1	1	0	no	1
